"","Sample.y","Sample.x","Chr","Start","End","LOD.score","Length..bp.","Length..Mbp.","Site.x","Subspecies.x","Site.y","Subspecies.y","Km_distance","Generations.ago..assuming.1cM.1Mb.","Years..assuming.25y.generation.","LOD2","years"
"169","Djo1-13","Boe1-32","chr21",19917010,20561436,"3,15",644426,"0,64","Boe","Western","Djouroutou","Western","1038,83","77,59","1939,71",1939.71,1939.71
"170","Fjn1-20","Boe1-32","chr21",38235062,38756136,"3,85",521074,"0,52","Boe","Western","Sobeya","Western","301,10","95,96","2398,89",2398.89,2398.89
"171","Fjn1-21","Boe1-32","chr21",15238450,15621118,"3,4",382668,"0,38","Boe","Western","Sobeya","Western","301,10","130,66","3266,54",3266.54,3266.54
"172","Fjn1-21","Boe1-32","chr21",19849585,20561436,"3,74",711851,"0,71","Boe","Western","Sobeya","Western","301,10","70,24","1755,99",1755.99,1755.99
"173","Fjn1-21","Boe1-32","chr21",36578016,36926962,"3,87",348946,"0,35","Boe","Western","Sobeya","Western","301,10","143,29","3582,22",3582.22,3582.22
"174","Fjn1-21","Boe1-32","chr21",41234893,41617811,"3,49",382918,"0,38","Boe","Western","Sobeya","Western","301,10","130,58","3264,41",3264.41,3264.41
"175","Fjn1-42","Boe1-32","chr21",45216790,45918010,"3,6",701220,"0,70","Boe","Western","Sobeya","Western","301,10","71,30","1782,61",1782.61,1782.61
"176","Fjn1-42","Boe1-32","chr21",16673782,16925723,"3,99",251941,"0,25","Boe","Western","Sobeya","Western","301,10","198,46","4961,48",4961.48,4961.48
"177","Fjn1-42","Boe1-32","chr21",19016259,19724535,"3,97",708276,"0,71","Boe","Western","Sobeya","Western","301,10","70,59","1764,85",1764.85,1764.85
"178","Fjn1-42","Boe1-32","chr21",26163853,26579348,"3,05",415495,"0,42","Boe","Western","Sobeya","Western","301,10","120,34","3008,46",3008.46,3008.46
"179","Fjn3-84","Boe1-32","chr21",41083216,41507705,"5,24",424489,"0,42","Boe","Western","Sobeya","Western","301,10","117,79","2944,72",2944.72,2944.72
"180","Fjn3-84","Boe1-32","chr21",19483540,20595684,"9,18",1112144,"1,11","Boe","Western","Sobeya","Western","301,10","44,96","1123,96",1123.96,1123.96
"181","Fjn3-84","Boe1-32","chr21",45837711,48093789,"12,38",2256078,"2,26","Boe","Western","Sobeya","Western","301,10","22,16","554,06",554.06,554.06
"182","Fouta1-10","Boe1-32","chr21",44010415,45418083,"5,72",1407668,"1,41","Boe","Western","Bakoun-Sobory","Western","312,99","35,52","887,99",887.99,887.99
"183","Fouta1-10","Boe1-32","chr21",18395550,19495187,"10,18",1099637,"1,10","Boe","Western","Bakoun-Sobory","Western","312,99","45,47","1136,74",1136.74,1136.74
"184","Fouta1-10","Boe1-32","chr21",31642643,32323356,"4,24",680713,"0,68","Boe","Western","Bakoun-Sobory","Western","312,99","73,45","1836,31",1836.31,1836.31
"185","Fouta1-10","Boe1-32","chr21",16541893,17215468,"4,78",673575,"0,67","Boe","Western","Bakoun-Sobory","Western","312,99","74,23","1855,77",1855.77,1855.77
"186","Fouta1-10","Boe1-32","chr21",28740721,29179355,"3,17",438634,"0,44","Boe","Western","Bakoun-Sobory","Western","312,99","113,99","2849,76",2849.76,2849.76
"187","Fouta1-10","Boe1-32","chr21",33512778,33867551,"4,3",354773,"0,35","Boe","Western","Bakoun-Sobory","Western","312,99","140,94","3523,38",3523.38,3523.38
"188","Fouta1-17","Boe1-32","chr21",36975570,37343996,"4,53",368426,"0,37","Boe","Western","Bakoun-Sobory","Western","312,99","135,71","3392,81",3392.81,3392.81
"189","Fouta2-8","Boe1-32","chr21",46378021,48032185,"7,76",1654164,"1,65","Boe","Western","Bakoun-Sobory","Western","312,99","30,23","755,67",755.67,755.67
"190","Fouta2-8","Boe1-32","chr21",33499421,35676147,"9,65",2176726,"2,18","Boe","Western","Bakoun-Sobory","Western","312,99","22,97","574,26",574.26,574.26
"191","Fouta3-1","Boe1-32","chr21",17979264,19506089,"13,61",1526825,"1,53","Boe","Western","Bakoun-Sobory","Western","312,99","32,75","818,69",818.69,818.69
"192","Fouta3-1","Boe1-32","chr21",44073231,45228949,"5,45",1155718,"1,16","Boe","Western","Bakoun-Sobory","Western","312,99","43,26","1081,58",1081.58,1081.58
"193","Fouta3-1","Boe1-32","chr21",40491015,40848599,"3,4",357584,"0,36","Boe","Western","Bakoun-Sobory","Western","312,99","139,83","3495,68",3495.68,3495.68
"194","Fouta3-1","Boe1-32","chr21",30988638,32337714,"6,79",1349076,"1,35","Boe","Western","Bakoun-Sobory","Western","312,99","37,06","926,56",926.56,926.56
"195","Fouta3-1","Boe1-32","chr21",36286937,37093314,"9,35",806377,"0,81","Boe","Western","Bakoun-Sobory","Western","312,99","62,01","1550,14",1550.14,1550.14
"196","Fouta3-25","Boe1-32","chr21",17991042,18995992,"9,05",1004950,"1,00","Boe","Western","Bakoun-Sobory","Western","312,99","49,75","1243,84",1243.84,1243.84
"197","Fouta3-37","Boe1-32","chr21",16537853,17710203,"5,03",1172350,"1,17","Boe","Western","Bakoun-Sobory","Western","312,99","42,65","1066,23",1066.23,1066.23
"198","Fouta3-37","Boe1-32","chr21",36962532,37228010,"4,1",265478,"0,27","Boe","Western","Bakoun-Sobory","Western","312,99","188,34","4708,49",4708.49,4708.49
"199","Gbo1-13","Boe1-32","chr21",23669304,24814066,"3,11",1144762,"1,14","Boe","Western","Grebo","Western","1008,22","43,68","1091,93",1091.93,1091.93
"200","Gbo1-27","Boe1-32","chr21",39219134,39891292,"4,12",672158,"0,67","Boe","Western","Grebo","Western","1008,22","74,39","1859,68",1859.68,1859.68
"201","Gbo1-27","Boe1-32","chr21",35662305,36093531,"3,13",431226,"0,43","Boe","Western","Grebo","Western","1008,22","115,95","2898,71",2898.71,2898.71
"202","Gbo1-86","Boe1-32","chr21",15226743,15626313,"3,27",399570,"0,40","Boe","Western","Grebo","Western","1008,22","125,13","3128,36",3128.36,3128.36
"203","Gbo2-10","Boe1-32","chr21",39165947,39901196,"5,7",735249,"0,74","Boe","Western","Grebo","Western","1008,22","68,00","1700,10",1700.1,1700.1
"204","Gbo2-10","Boe1-32","chr21",37104011,38062976,"4,6",958965,"0,96","Boe","Western","Grebo","Western","1008,22","52,14","1303,49",1303.49,1303.49
"205","Gbo2-57","Boe1-32","chr21",39101977,39905000,"3,41",803023,"0,80","Boe","Western","Grebo","Western","1008,22","62,26","1556,62",1556.62,1556.62
"206","Gbo2-85","Boe1-32","chr21",36136581,36489054,"3,12",352473,"0,35","Boe","Western","Grebo","Western","1008,22","141,85","3546,37",3546.37,3546.37
"207","Gbo2-85","Boe1-32","chr21",16830478,17308730,"4,1",478252,"0,48","Boe","Western","Grebo","Western","1008,22","104,55","2613,68",2613.68,2613.68
"208","Gbo2-85","Boe1-32","chr21",43368175,43606620,"3,2",238445,"0,24","Boe","Western","Grebo","Western","1008,22","209,69","5242,30",5242.3,5242.3
"209","Gbo3-2","Boe1-32","chr21",20114055,20697969,"4,07",583914,"0,58","Boe","Western","Grebo","Western","1008,22","85,63","2140,73",2140.73,2140.73
"210","Gco1-5","Boe1-32","chr21",38290874,39905000,"3,9",1614126,"1,61","Boe","Western","Sangaredi","Western","89,15","30,98","774,41",774.41,774.41
"211","Gco1-61","Boe1-32","chr21",23066218,23992990,"3,11",926772,"0,93","Boe","Western","Sangaredi","Western","89,15","53,95","1348,77",1348.77,1348.77
"212","Gco1-61","Boe1-32","chr21",43843796,47351671,"6,52",3507875,"3,51","Boe","Western","Sangaredi","Western","89,15","14,25","356,34",356.34,356.34
"213","Gco2-5","Boe1-32","chr21",39377151,41040330,"5,91",1663179,"1,66","Boe","Western","Sangaredi","Western","89,15","30,06","751,57",751.57,751.57
"214","Gco2-5","Boe1-32","chr21",24027486,28620754,"10,49",4593268,"4,59","Boe","Western","Sangaredi","Western","89,15","10,89","272,14",272.14,272.14
"215","Gco2-5","Boe1-32","chr21",43810194,46254133,"5,73",2443939,"2,44","Boe","Western","Sangaredi","Western","89,15","20,46","511,47",511.47,511.47
"216","Gco2-8","Boe1-32","chr21",45602945,48084515,"18,67",2481570,"2,48","Boe","Western","Sangaredi","Western","89,15","20,15","503,71",503.71,503.71
"217","Gco2-8","Boe1-32","chr21",38102504,40891023,"12,45",2788519,"2,79","Boe","Western","Sangaredi","Western","89,15","17,93","448,27",448.27,448.27
"218","Gco2-8","Boe1-32","chr21",43566747,43789470,"3,6",222723,"0,22","Boe","Western","Sangaredi","Western","89,15","224,49","5612,35",5612.35,5612.35
"219","Gep2-45","Boe1-32","chr21",18582368,19671920,"3,06",1089552,"1,09","Boe","Western","Comoe","Western","1182,77","45,89","1147,26",1147.26,1147.26
"220","Gep2-52","Boe1-32","chr21",22476172,23218562,"4",742390,"0,74","Boe","Western","Comoe","Western","1182,77","67,35","1683,75",1683.75,1683.75
"221","Gep2-52","Boe1-32","chr21",14946861,15564281,"4,42",617420,"0,62","Boe","Western","Comoe","Western","1182,77","80,98","2024,55",2024.55,2024.55
"222","Gep2-53","Boe1-32","chr21",41167992,41383223,"4,19",215231,"0,22","Boe","Western","Comoe","Western","1182,77","232,31","5807,71",5807.71,5807.71
"223","Kay1-13","Boe1-32","chr21",30489858,32828011,"7,6",2338153,"2,34","Boe","Western","Kayan","Western","247,49","21,38","534,61",534.61,534.61
"224","Kay1-13","Boe1-32","chr21",23625256,25172797,"4,26",1547541,"1,55","Boe","Western","Kayan","Western","247,49","32,31","807,73",807.73,807.73
"225","Kay1-15","Boe1-32","chr21",33355613,36013269,"5,82",2657656,"2,66","Boe","Western","Kayan","Western","247,49","18,81","470,34",470.34,470.34
"226","Kay1-15","Boe1-32","chr21",40023688,40809099,"3,46",785411,"0,79","Boe","Western","Kayan","Western","247,49","63,66","1591,52",1591.52,1591.52
"227","Kay1-23","Boe1-32","chr21",44584135,46153253,"9,83",1569118,"1,57","Boe","Western","Kayan","Western","247,49","31,87","796,63",796.63,796.63
"228","Kay2-25","Boe1-32","chr21",44088687,44585561,"3,28",496874,"0,50","Boe","Western","Kayan","Western","247,49","100,63","2515,73",2515.73,2515.73
"229","Kay2-25","Boe1-32","chr21",38038798,40036992,"7,95",1998194,"2,00","Boe","Western","Kayan","Western","247,49","25,02","625,56",625.56,625.56
"230","Kay2-25","Boe1-32","chr21",36622269,37310393,"6,76",688124,"0,69","Boe","Western","Kayan","Western","247,49","72,66","1816,53",1816.53,1816.53
"231","Kay2-25","Boe1-32","chr21",18769404,19670593,"4,03",901189,"0,90","Boe","Western","Kayan","Western","247,49","55,48","1387,06",1387.06,1387.06
"232","Kay2-29","Boe1-32","chr21",44010381,45295437,"6,23",1285056,"1,29","Boe","Western","Kayan","Western","247,49","38,91","972,72",972.72,972.72
"233","Kay2-29","Boe1-32","chr21",42919415,43566747,"6,62",647332,"0,65","Boe","Western","Kayan","Western","247,49","77,24","1931,00",1931,1931
"234","Kay2-29","Boe1-32","chr21",34222834,34666693,"7,15",443859,"0,44","Boe","Western","Kayan","Western","247,49","112,65","2816,21",2816.21,2816.21
"235","Kay2-41","Boe1-32","chr21",40035488,40848599,"5,51",813111,"0,81","Boe","Western","Kayan","Western","247,49","61,49","1537,31",1537.31,1537.31
"236","Kay2-41","Boe1-32","chr21",33384163,35608724,"6,63",2224561,"2,22","Boe","Western","Kayan","Western","247,49","22,48","561,91",561.91,561.91
"237","Kay2-41","Boe1-32","chr21",28848082,29280350,"3,25",432268,"0,43","Boe","Western","Kayan","Western","247,49","115,67","2891,72",2891.72,2891.72
"238","Kay2-41","Boe1-32","chr21",47515306,48093812,"3,46",578506,"0,58","Boe","Western","Kayan","Western","247,49","86,43","2160,74",2160.74,2160.74
"239","Kay2-41","Boe1-32","chr21",17980962,19506089,"13,91",1525127,"1,53","Boe","Western","Kayan","Western","247,49","32,78","819,60",819.6,819.6
"240","Kay2-41","Boe1-32","chr21",44046565,45274049,"6,75",1227484,"1,23","Boe","Western","Kayan","Western","247,49","40,73","1018,34",1018.34,1018.34
"241","Kay2-49","Boe1-32","chr21",16580459,17966596,"6,17",1386137,"1,39","Boe","Western","Kayan","Western","247,49","36,07","901,79",901.79,901.79
"242","Kay2-49","Boe1-32","chr21",25204736,26175796,"6",971060,"0,97","Boe","Western","Kayan","Western","247,49","51,49","1287,25",1287.25,1287.25
"243","Kay2-49","Boe1-32","chr21",43617570,44780102,"4,48",1162532,"1,16","Boe","Western","Kayan","Western","247,49","43,01","1075,24",1075.24,1075.24
"244","Kay2-54","Boe1-32","chr21",41182258,41508586,"3,03",326328,"0,33","Boe","Western","Kayan","Western","247,49","153,22","3830,50",3830.5,3830.5
"245","Kay2-54","Boe1-32","chr21",46978043,47484528,"5,04",506485,"0,51","Boe","Western","Kayan","Western","247,49","98,72","2467,99",2467.99,2467.99
"246","Kay2-54","Boe1-32","chr21",44605980,45952809,"5,3",1346829,"1,35","Boe","Western","Kayan","Western","247,49","37,12","928,11",928.11,928.11
"247","Lib2-10","Boe1-32","chr21",29895635,30522002,"4,21",626367,"0,63","Boe","Western","Sapo","Western","928,92","79,83","1995,64",1995.64,1995.64
"248","Lib2-10","Boe1-32","chr21",15250546,16246613,"5,24",996067,"1,00","Boe","Western","Sapo","Western","928,92","50,20","1254,94",1254.94,1254.94
"249","Lib2-14","Boe1-32","chr21",33656294,34167506,"4,91",511212,"0,51","Boe","Western","Sapo","Western","928,92","97,81","2445,17",2445.17,2445.17
"250","Lib2-14","Boe1-32","chr21",30826597,31709501,"4,75",882904,"0,88","Boe","Western","Sapo","Western","928,92","56,63","1415,78",1415.78,1415.78
"251","Lib2-14","Boe1-32","chr21",44171518,45219056,"3,47",1047538,"1,05","Boe","Western","Sapo","Western","928,92","47,73","1193,27",1193.27,1193.27
"252","Lib2-28","Boe1-32","chr21",14939784,15592593,"6,97",652809,"0,65","Boe","Western","Sapo","Western","928,92","76,59","1914,80",1914.8,1914.8
"253","Lib2-28","Boe1-32","chr21",39114019,39720566,"3,12",606547,"0,61","Boe","Western","Sapo","Western","928,92","82,43","2060,85",2060.85,2060.85
"254","Lib2-28","Boe1-32","chr21",33474381,34080824,"3,32",606443,"0,61","Boe","Western","Sapo","Western","928,92","82,45","2061,20",2061.2,2061.2
"255","Lib2-28","Boe1-32","chr21",42898967,43144531,"3,1",245564,"0,25","Boe","Western","Sapo","Western","928,92","203,61","5090,32",5090.32,5090.32
"256","Lib2-28","Boe1-32","chr21",24165854,24635314,"3,06",469460,"0,47","Boe","Western","Sapo","Western","928,92","106,51","2662,63",2662.63,2662.63
"257","Nim2-35","Boe1-32","chr21",42273895,42481901,"3,18",208006,"0,21","Boe","Western","EastNimba","Western","776,80","240,38","6009,44",6009.44,6009.44
"258","Nim2-35","Boe1-32","chr21",31023558,32150836,"3,94",1127278,"1,13","Boe","Western","EastNimba","Western","776,80","44,35","1108,87",1108.87,1108.87
"259","Nim2-35","Boe1-32","chr21",37000989,37128091,"3,03",127102,"0,13","Boe","Western","EastNimba","Western","776,80","393,38","9834,62",9834.62,9834.62
"260","Sob1-31","Boe1-32","chr21",16593835,17496067,"5",902232,"0,90","Boe","Western","Bakoun-Sobory","Western","311,26","55,42","1385,45",1385.45,1385.45
"261","Tai_R1-28","Boe1-32","chr21",15222430,15621118,"3,12",398688,"0,40","Boe","Western","Tai","Western","994,04","125,41","3135,28",3135.28,3135.28
"262","Tai_R2-4","Boe1-32","chr21",37422928,38039832,"3,32",616904,"0,62","Boe","Western","Tai","Western","994,04","81,05","2026,25",2026.25,2026.25
"263","Baf1-19","Boe1-43","chr21",16756219,17689659,"6,28",933440,"0,93","Boe","Western","Bafing","Western","414,35","53,57","1339,13",1339.13,1339.13
"264","Boe1-30","Boe1-43","chr21",40343682,41805657,"3,2",1461975,"1,46","Boe","Western","Boe","Western","0,00","34,20","855,01",855.01,855.01
"265","Boe1-32","Boe1-43","chr21",18919288,19727372,"3,39",808084,"0,81","Boe","Western","Boe","Western","0,00","61,87","1546,87",1546.87,1546.87
"266","Boe1-32","Boe1-43","chr21",20606900,22059886,"6,61",1452986,"1,45","Boe","Western","Boe","Western","0,00","34,41","860,30",860.3,860.3
"267","Boe1-32","Boe1-43","chr21",45230562,45657415,"3,68",426853,"0,43","Boe","Western","Boe","Western","0,00","117,14","2928,41",2928.41,2928.41
"268","Boe1-44","Boe1-43","chr21",36107120,37285584,"4,97",1178464,"1,18","Boe","Western","Boe","Western","0,00","42,43","1060,70",1060.7,1060.7
"269","Boe1-44","Boe1-43","chr21",43891761,44845753,"3,3",953992,"0,95","Boe","Western","Boe","Western","0,00","52,41","1310,28",1310.28,1310.28
"270","Boe1-44","Boe1-43","chr21",29712399,32512883,"7,64",2800484,"2,80","Boe","Western","Boe","Western","0,00","17,85","446,35",446.35,446.35
"271","Boe1-44","Boe1-43","chr21",38193772,39173097,"3,86",979325,"0,98","Boe","Western","Boe","Western","0,00","51,06","1276,39",1276.39,1276.39
"272","Boe1-57","Boe1-43","chr21",18776103,20604311,"5,92",1828208,"1,83","Boe","Western","Boe","Western","0,00","27,35","683,73",683.73,683.73
"273","Boe1-57","Boe1-43","chr21",39114558,39811875,"4,17",697317,"0,70","Boe","Western","Boe","Western","0,00","71,70","1792,59",1792.59,1792.59
"274","Boe1-71","Boe1-43","chr21",36975570,38999950,"3,9",2024380,"2,02","Boe","Western","Boe","Western","0,00","24,70","617,47",617.47,617.47
"275","Boe1-71","Boe1-43","chr21",21003516,21460183,"3,1",456667,"0,46","Boe","Western","Boe","Western","0,00","109,49","2737,22",2737.22,2737.22
"276","Boe1-71","Boe1-43","chr21",45717357,48085587,"5,13",2368230,"2,37","Boe","Western","Boe","Western","0,00","21,11","527,82",527.82,527.82
"277","Boe1-75","Boe1-43","chr21",37378204,39748106,"3,27",2369902,"2,37","Boe","Western","Boe","Western","0,00","21,10","527,45",527.45,527.45
"278","Boe2-10","Boe1-43","chr21",29131883,31266187,"8,92",2134304,"2,13","Boe","Western","Boe","Western","0,00","23,43","585,67",585.67,585.67
"279","Boe2-11","Boe1-43","chr21",45704525,45977168,"4,06",272643,"0,27","Boe","Western","Boe","Western","0,00","183,39","4584,75",4584.75,4584.75
"280","Boe2-11","Boe1-43","chr21",41047720,41932912,"5,4",885192,"0,89","Boe","Western","Boe","Western","0,00","56,48","1412,12",1412.12,1412.12
"281","Boe2-11","Boe1-43","chr21",25882820,27829349,"6,75",1946529,"1,95","Boe","Western","Boe","Western","0,00","25,69","642,17",642.17,642.17
"282","Boe2-11","Boe1-43","chr21",16537908,19782592,"16,59",3244684,"3,24","Boe","Western","Boe","Western","0,00","15,41","385,25",385.25,385.25
"283","Boe2-18","Boe1-43","chr21",36872272,39787192,"11,64",2914920,"2,91","Boe","Western","Boe","Western","0,00","17,15","428,83",428.83,428.83
"284","Boe2-18","Boe1-43","chr21",16755743,18022392,"8,47",1266649,"1,27","Boe","Western","Boe","Western","0,00","39,47","986,86",986.86,986.86
"285","Boe2-18","Boe1-43","chr21",25016843,26187744,"4,17",1170901,"1,17","Boe","Western","Boe","Western","0,00","42,70","1067,55",1067.55,1067.55
"286","Boe2-18","Boe1-43","chr21",28769227,29774403,"3,27",1005176,"1,01","Boe","Western","Boe","Western","0,00","49,74","1243,56",1243.56,1243.56
"287","Boe2-22","Boe1-43","chr21",45837558,46853952,"6,29",1016394,"1,02","Boe","Western","Boe","Western","0,00","49,19","1229,84",1229.84,1229.84
"288","Boe2-30","Boe1-43","chr21",36371144,36962532,"4,68",591388,"0,59","Boe","Western","Boe","Western","0,00","84,55","2113,67",2113.67,2113.67
"289","Boe2-30","Boe1-43","chr21",45717357,46741257,"6,93",1023900,"1,02","Boe","Western","Boe","Western","0,00","48,83","1220,82",1220.82,1220.82
"290","Boe2-30","Boe1-43","chr21",40043516,40303206,"3,1",259690,"0,26","Boe","Western","Boe","Western","0,00","192,54","4813,43",4813.43,4813.43
"291","Boe2-30","Boe1-43","chr21",41335342,41819696,"5,01",484354,"0,48","Boe","Western","Boe","Western","0,00","103,23","2580,76",2580.76,2580.76
"292","Boe2-39","Boe1-43","chr21",36580012,38918205,"8,05",2338193,"2,34","Boe","Western","Boe","Western","0,00","21,38","534,60",534.6,534.6
"293","Boe2-39","Boe1-43","chr21",29181903,29789354,"3,07",607451,"0,61","Boe","Western","Boe","Western","0,00","82,31","2057,78",2057.78,2057.78
"294","Boe2-39","Boe1-43","chr21",24834254,25163659,"3,2",329405,"0,33","Boe","Western","Boe","Western","0,00","151,79","3794,72",3794.72,3794.72
"295","Boe2-39","Boe1-43","chr21",30720106,32638698,"5,83",1918592,"1,92","Boe","Western","Boe","Western","0,00","26,06","651,52",651.52,651.52
